Flow ID,Flow status,Flow date,Amount (USD),Source Organization,Source Location,Destination Organization,Destination Location
133132,Paid Contribution,01/01/2015,10863,Private (individuals & organizations),,World Food Programme,
133133,Paid Contribution,01/01/2015,3423,Private (individuals & organizations),,World Food Programme,
125452,Commitment,01/01/2015,563323,"Switzerland, Government of",Switzerland,,
125453,Commitment,01/01/2015,395137,"Switzerland, Government of",Switzerland,,
125454,Commitment,01/01/2015,1013171,"Switzerland, Government of",Switzerland,,Guinea
125456,Commitment,01/01/2015,202634,"Switzerland, Government of",Switzerland,UN Mission for Ebola Emergency Response,Liberia
124615,Paid Contribution,01/02/2015,47725,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
124616,Paid Contribution,01/02/2015,2114033,World Bank,,United Nations Children's Fund,Sierra Leone
125526,Paid Contribution,01/02/2015,200000,US Fund for UNICEF,,United Nations Children's Fund,Liberia
125527,Paid Contribution,01/02/2015,285000,UNICEF National Committee/Switzerland,,United Nations Children's Fund,Sierra Leone
125528,Paid Contribution,01/02/2015,1440,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
125529,Paid Contribution,01/02/2015,18091,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
125530,Paid Contribution,01/02/2015,1292005,UNICEF National Committee/Germany,,United Nations Children's Fund,
125531,Paid Contribution,01/02/2015,1265,Private (individuals & organizations),,United Nations Children's Fund,
125532,Paid Contribution,01/02/2015,186619,UNICEF National Committee/Spain,,United Nations Children's Fund,
125533,Paid Contribution,01/02/2015,656348,UNICEF National Committee/United Kingdom,,United Nations Children's Fund,
125267,Commitment,01/02/2015,320652,"Switzerland, Government of",Switzerland,OXFAM,Liberia
127430,Paid Contribution,01/03/2015,41811,Private (individuals & organizations),,United Nations Children's Fund,
127432,Paid Contribution,01/03/2015,3381,Private (individuals & organizations),,United Nations Children's Fund,
119428,Paid Contribution,01/04/2014,75000,ExxonMobil,,Plan Liberia,Liberia
128771,Paid Contribution,01/04/2015,206835,UNICEF National Committee/Belgium,,United Nations Children's Fund,Liberia
130182,Paid Contribution,01/04/2015,24172,"Denmark, Government of",Denmark,World Food Programme,
133142,Paid Contribution,01/04/2015,72855,"Denmark, Government of",Denmark,World Food Programme,
118610,Paid Contribution,01/05/2014,3090480,African Development Bank,,World Health Organization,
131684,Paid Contribution,01/06/2015,3234,UNICEF National Committee/Netherlands,,United Nations Children's Fund,
120372,Paid Contribution,01/07/2014,682500,"Switzerland, Government of",Switzerland,NGOs (details not yet provided),Liberia
118838,Commitment,01/07/2014,525000,"Switzerland, Government of",Switzerland,Médecins sans Frontières - Switzerland,Liberia
131365,Commitment,01/07/2015,2796421,European Commission's Humanitarian Aid and Civil Protection Department,,World Food Programme,Guinea
119348,Paid Contribution,01/08/2014,45700,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
119420,Paid Contribution,01/08/2014,2800000,Paul G. Allen,,American Red Cross,
120586,Paid Contribution,01/08/2014,1101928,"Canada, Government of",Canada,World Health Organization,
123554,Commitment,01/08/2014,3069395,"Canada, Government of",Canada,World Health Organization,
119331,Paid Contribution,01/09/2014,2000000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,
119948,Paid Contribution,01/09/2014,20053,"Slovakia, Government of",Slovakia,World Health Organization,
119950,Paid Contribution,01/09/2014,17688,United Nations Development Programme,,World Health Organization,Malawi
119987,Paid Contribution,01/09/2014,658762,UNICEF National Committee/France,,United Nations Children's Fund,
119988,Paid Contribution,01/09/2014,69885,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
119989,Paid Contribution,01/09/2014,29970,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
123686,Paid Contribution,01/09/2014,21858,"Switzerland, Government of",Switzerland,United Nations Children's Fund,Liberia
130020,Paid Contribution,01/09/2014,832232,"Ireland, Government of",Ireland,United Nations Children's Fund,Sierra Leone
120539,Commitment,01/09/2014,815909,"United States of America, Government of",United States,Plan International,Guinea
120828,Commitment,01/09/2014,2827597,"Norway, Government of",Norway,African Union,
121576,Commitment,01/09/2014,12055336,"France, Government of",France,"Cote d'Ivoire, Government of",Côte d'Ivoire
121578,Commitment,01/09/2014,527009,"France, Government of",France,"Cameroon, Government of",Cameroon
122861,Commitment,01/09/2014,662580,"France, Government of",France,UN Mission for Ebola Emergency Response,
122862,Commitment,01/09/2014,42921200,"France, Government of",France,,Guinea
122863,Commitment,01/09/2014,8829921,"France, Government of",France,,Guinea
122865,Commitment,01/09/2014,4036830,"France, Government of",France,NGOs | UN Agencies,Guinea
122867,Commitment,01/09/2014,12760906,"France, Government of",France,,Guinea
122869,Commitment,01/09/2014,251112,"France, Government of",France,,Mali
122870,Commitment,01/09/2014,1472400,"France, Government of",France,,
128049,Commitment,01/09/2014,527009,"Ireland, Government of",Ireland,International Medical Corps,Liberia
130018,Commitment,01/09/2014,291173,"Ireland, Government of",Ireland,Plan International,Sierra Leone
130019,Commitment,01/09/2014,1007905,"Ireland, Government of",Ireland,International Medical Corps,Sierra Leone
130022,Commitment,01/09/2014,1025033,"Ireland, Government of",Ireland,World Vision International,Sierra Leone
120002,Paid Contribution,01/10/2014,1400000,World Bank,,United Nations Office for Project Services,
120004,Paid Contribution,01/10/2014,3499091,World Bank,,United Nations Children's Fund,Liberia
120005,Paid Contribution,01/10/2014,19121406,World Bank,,World Health Organization,Liberia
120011,Paid Contribution,01/10/2014,3500000,World Bank,,World Food Programme,Sierra Leone
120012,Paid Contribution,01/10/2014,2800000,World Bank,,World Health Organization,Sierra Leone
120338,Paid Contribution,01/10/2014,8000,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
120385,Paid Contribution,01/10/2014,64503,UNICEF National Committee/Hong Kong,,United Nations Children's Fund,Liberia
120386,Paid Contribution,01/10/2014,11292,UNICEF National Committee/Hong Kong,,United Nations Children's Fund,Liberia
120387,Paid Contribution,01/10/2014,635325,UNICEF National Committee/Netherlands,,United Nations Children's Fund,
120441,Paid Contribution,01/10/2014,961688,"Norway, Government of",Norway,World Health Organization,Ghana
120914,Paid Contribution,01/10/2014,1760563,"Australia, Government of",Australia,,Sierra Leone
120948,Paid Contribution,01/10/2014,317850,"United Kingdom, Government of",United Kingdom,World Health Organization,Sierra Leone
120950,Paid Contribution,01/10/2014,500000,World Bank,,World Health Organization,Guinea-Bissau
121162,Paid Contribution,01/10/2014,3301560,"United States of America, Government of",United States,United Nations Children's Fund,Liberia
122154,Paid Contribution,01/10/2014,325725,"South Africa, Government of",South Africa,World Health Organization,
123430,Paid Contribution,01/10/2014,38119,"Slovenia, Government of",Slovenia,World Health Organization,
123431,Paid Contribution,01/10/2014,5061235,WELLCOME TRUST,,World Health Organization,
125715,Paid Contribution,01/10/2014,176677,"Denmark, Government of",Denmark,World Food Programme,
119816,Commitment,01/10/2014,448444,Central Emergency Response Fund,,United Nations Population Fund,Guinea
119820,Commitment,01/10/2014,1295829,"United States of America, Government of",United States,Plan International,Guinea
119821,Commitment,01/10/2014,10000000,"United States of America, Government of",United States,African Union,
119822,Commitment,01/10/2014,5999552,"United States of America, Government of",United States,International Federation of Red Cross and Red Crescent Societies,Guinea
119823,Commitment,01/10/2014,6600000,"United States of America, Government of",United States,"Liberia, Government of",Liberia
119824,Commitment,01/10/2014,11354485,"United States of America, Government of",United States,Project Concern International,Liberia
119966,Commitment,01/10/2014,6353240,"France, Government of",France,,Guinea
120367,Commitment,01/10/2014,674764,"France, Government of",France,,Guinea
120866,Commitment,01/10/2014,297910,"Sweden, Government of",Sweden,Plan International,Liberia
120867,Commitment,01/10/2014,165000,"Norway, Government of",Norway,Plan International,Liberia
152845,Commitment,01/10/2014,2233666,European Commission's Humanitarian Aid and Civil Protection Department,,,
135403,Commitment,01/10/2015,308642,"Switzerland, Government of",Switzerland,Danish Refugee Council,Liberia
119504,Paid Contribution,01/11/2014,1000000,"Qatar, Government of",Qatar,World Health Organization,
119944,Paid Contribution,01/11/2014,267380,"Greece, Government of",Greece,World Health Organization,
122155,Paid Contribution,01/11/2014,100000,"Brunei Darussalam, Government of",Brunei Darussalam,World Health Organization,
122156,Paid Contribution,01/11/2014,145711,"Poland, Government of",Poland,World Health Organization,
122157,Paid Contribution,01/11/2014,152905,"Thailand, Government of",Thailand,World Health Organization,
122158,Paid Contribution,01/11/2014,7982120,"Norway, Government of",Norway,World Health Organization,
122159,Paid Contribution,01/11/2014,1015287,United Nations Fund for International Partnerships,,World Health Organization,
122160,Paid Contribution,01/11/2014,267380,"Germany, Government of",Germany,World Health Organization,
122434,Paid Contribution,01/11/2014,1370,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
122435,Paid Contribution,01/11/2014,813542,UNICEF National Committee/Sweden,,United Nations Children's Fund,Sierra Leone
122912,Paid Contribution,01/11/2014,113400,"Switzerland, Government of",Switzerland,World Food Programme,Sierra Leone
123273,Paid Contribution,01/11/2014,63052,UNICEF National Committee/Luxembourg,,United Nations Children's Fund,Liberia
123285,Paid Contribution,01/11/2014,83564,Private (individuals & organizations),,United Nations Children's Fund,
123432,Paid Contribution,01/11/2014,49391,"Croatia, Government of",Croatia,World Health Organization,
123433,Paid Contribution,01/11/2014,1000000,"Korea, Republic of, Government of","Korea, Republic of",World Health Organization,
124323,Paid Contribution,01/11/2014,164325,"Switzerland, Government of",Switzerland,,Liberia
122908,Commitment,01/11/2014,1260000,"Switzerland, Government of",Switzerland,Food & Agriculture Organization of the United Nations,Liberia
123555,Commitment,01/11/2014,889680,"Canada, Government of",Canada,World Health Organization,
130023,Commitment,01/11/2014,31133,"Ireland, Government of",Ireland,OXFAM,Sierra Leone
122452,Paid Contribution,01/12/2014,38903661,"United States of America, Government of",United States,United Nations Children's Fund,Liberia
122906,Paid Contribution,01/12/2014,1050000,"Switzerland, Government of",Switzerland,Terre des Hommes International,Guinea
122911,Paid Contribution,01/12/2014,1575000,"Switzerland, Government of",Switzerland,"Liberia, Government of",Liberia
123279,Paid Contribution,01/12/2014,206398,"Switzerland, Government of",Switzerland,United Nations Children's Fund,Mali
123436,Paid Contribution,01/12/2014,892900,Sudan Humanitarian Fund,Sudan,World Health Organization,Sudan
123437,Paid Contribution,01/12/2014,1233047,"United Kingdom, Government of",United Kingdom,World Health Organization,Kenya
123438,Paid Contribution,01/12/2014,6585446,"Sweden, Government of",Sweden,World Health Organization,
123439,Paid Contribution,01/12/2014,300000,"Ecuador, Government of",Ecuador,World Health Organization,
123949,Paid Contribution,01/12/2014,85070,UNICEF National Committee/Japan,,United Nations Children's Fund,
123951,Paid Contribution,01/12/2014,117925,UNICEF National Committee/New Zealand,,United Nations Children's Fund,
124433,Paid Contribution,01/12/2014,251040,World Health Organization,,International Organization for Migration,Mali
124437,Paid Contribution,01/12/2014,2413314,"United Kingdom, Government of",United Kingdom,International Organization for Migration,Sierra Leone
152851,Paid Contribution,01/12/2014,,"Switzerland, Government of",Switzerland,United Nations Children's Fund,
122365,Commitment,01/12/2014,2503129,"Germany, Government of",Germany,International Committee of the Red Cross,Liberia
123440,Pledge,01/12/2014,500000,"Israel, Government of",Israel,World Health Organization,
127838,Commitment,01/12/2014,31289,"Ireland, Government of",Ireland,Plan International,Guinea
152852,Commitment,01/12/2014,,European Commission's Humanitarian Aid and Civil Protection Department,,UN Agencies | NGOs | Red Cross Organizations,
124431,Commitment,01/12/2015,162851,"Switzerland, Government of",Switzerland,,Liberia
124432,Commitment,01/12/2015,162851,"Switzerland, Government of",Switzerland,Private (individuals & organizations),Liberia
124434,Commitment,01/12/2015,76275,"Switzerland, Government of",Switzerland,Private (individuals & organizations),Liberia
133603,Commitment,01/12/2015,712046,"United States of America, Government of",United States,Women And Health Alliance,Guinea
130190,Paid Contribution,02/02/2015,56459,"Sweden, Government of",Sweden,World Food Programme,
124543,Commitment,02/02/2015,714286,European Commission's Humanitarian Aid and Civil Protection Department,,French Red Cross,
127418,Paid Contribution,02/03/2015,1000000,"Japan, Government of",Japan,United Nations Children's Fund,Guinea
127419,Paid Contribution,02/03/2015,650000,"Japan, Government of",Japan,United Nations Children's Fund,Ghana
127421,Paid Contribution,02/03/2015,1100000,"Japan, Government of",Japan,United Nations Children's Fund,Liberia
127422,Paid Contribution,02/03/2015,1000000,"Japan, Government of",Japan,United Nations Children's Fund,Mali
127423,Paid Contribution,02/03/2015,500000,"Japan, Government of",Japan,United Nations Children's Fund,Togo
127424,Paid Contribution,02/03/2015,500000,"Japan, Government of",Japan,United Nations Children's Fund,Senegal
127425,Paid Contribution,02/03/2015,1000000,"Japan, Government of",Japan,United Nations Children's Fund,Sierra Leone
127426,Paid Contribution,02/03/2015,1000000,"Japan, Government of",Japan,United Nations Children's Fund,Sierra Leone
114601,Paid Contribution,02/04/2014,275103,"Italy, Government of",Italy,World Health Organization,
127207,Paid Contribution,02/04/2015,100000,"Malaysia, Government of",Malaysia,Ebola Response Multi-Partner Trust Fund,
128765,Paid Contribution,02/04/2015,3100000,US Fund for UNICEF,,United Nations Children's Fund,
128772,Paid Contribution,02/04/2015,11663,UNICEF National Committee/Andorra,,United Nations Children's Fund,
119999,Commitment,02/06/2014,91091,"Denmark, Government of",Denmark,Danish Red Cross,Guinea
117309,Paid Contribution,02/07/2014,49269,,,World Health Organization,Sierra Leone
119962,Commitment,02/07/2014,144425,"Sweden, Government of",Sweden,Action Contre la Faim,
119182,Commitment,02/09/2014,658762,"Netherlands, Government of",Netherlands,Médecins sans Frontières,Guinea
120172,Paid Contribution,02/09/2014,,Private (individuals & organizations),,,Sierra Leone
119426,Commitment,02/09/2014,750000,UPS Foundation,,,
119448,Commitment,02/09/2014,263505,"Austria, Government of",Austria,World Vision International,Sierra Leone
119480,Commitment,02/09/2014,197628,"Spain, Government of",Spain,Spanish Red Cross,Sierra Leone
120102,Pledge,02/09/2014,10000,Private (individuals & organizations),,,Liberia
120241,Paid Contribution,02/10/2014,100000,Private (individuals & organizations),,,
120246,Paid Contribution,02/10/2014,67204,TD Bank,,Canadian Red Cross Society,
120291,Paid Contribution,02/10/2014,,"Japan, Government of",Japan,,
120582,Paid Contribution,02/10/2014,100000,Private (individuals & organizations),,"Liberia, Government of",Liberia
120563,Commitment,02/10/2014,12992833,"Canada, Government of",Canada,World Health Organization,
120643,Pledge,02/10/2014,1000000,"Timor Leste, Government of",Timor-Leste,,
152836,Pledge,02/10/2014,2515883,"Italy, Government of",Italy,,
121182,Paid Contribution,02/11/2014,169405,Novo Nordisk,,Danish Red Cross,
122433,Paid Contribution,02/12/2014,329459,UNICEF National Committee/United Kingdom,,United Nations Children's Fund,Sierra Leone
122437,Paid Contribution,02/12/2014,161918,United Nations Development Programme,,United Nations Children's Fund,Niger
122587,Commitment,02/12/2014,890930,"Germany, Government of",Germany,Save the Children,Sierra Leone
152881,Pledge,03/02/2015,143698294,"United Kingdom, Government of",United Kingdom,Red Cross Organizations | NGOs | UN Agencies,
128406,Commitment,03/03/2015,224467,"Portugal, Government of",Portugal,World Health Organization,
130269,Paid Contribution,03/06/2015,75147354,"United States of America, Government of",United States,,Liberia
131160,Commitment,03/06/2015,8714597,"Belgium, Government of",Belgium,Ebola Response Multi-Partner Trust Fund,
119467,Commitment,03/07/2014,47610,"Ireland, Government of",Ireland,Concern Worldwide,Liberia
119176,Paid Contribution,03/09/2014,1263228,Central Emergency Response Fund,,World Food Programme,Sierra Leone
119602,Paid Contribution,03/09/2014,150000,Legatum Foundation,,,
125772,Paid Contribution,03/09/2014,606541,Central Emergency Response Fund,,World Food Programme,Sierra Leone
141038,Commitment,03/09/2015,14238,"Hungary, Government of",Hungary,Artemisszió Foundation,Sierra Leone
119942,Paid Contribution,03/10/2014,1117497,"Norway, Government of",Norway,World Health Organization,
119943,Paid Contribution,03/10/2014,418760,"New Zealand, Government of",New Zealand,World Health Organization,
119945,Paid Contribution,03/10/2014,3413551,"Denmark, Government of",Denmark,World Health Organization,
119946,Paid Contribution,03/10/2014,2000000,"China, Government of",China,World Health Organization,
119947,Paid Contribution,03/10/2014,11435833,"Germany, Government of",Germany,World Health Organization,
119951,Paid Contribution,03/10/2014,1200000,"United States of America, Government of",United States,World Health Organization,
119996,Paid Contribution,03/10/2014,1400000,Bill and Melinda Gates Foundation,,World Health Organization,
120086,Paid Contribution,03/10/2014,31109,Canadian Imperial Bank of Commerce,,International Federation of Red Cross and Red Crescent Societies,
120109,Paid Contribution,03/10/2014,5000000,"Japan, Government of",Japan,World Health Organization,
120110,Paid Contribution,03/10/2014,1000000,"Japan, Government of",Japan,World Food Programme,
120244,Paid Contribution,03/10/2014,44803,Sun Life Financial Inc.,,Canadian Red Cross Society,
120384,Paid Contribution,03/10/2014,22056,US Fund for UNICEF,,United Nations Children's Fund,Sierra Leone
121260,Paid Contribution,03/10/2014,2000000,"Japan, Government of",Japan,World Food Programme,
121261,Paid Contribution,03/10/2014,2000000,"Japan, Government of",Japan,World Food Programme,
122243,Paid Contribution,03/10/2014,1000000,"Japan, Government of",Japan,World Health Organization,
122247,Paid Contribution,03/10/2014,667995,"Japan, Government of",Japan,World Food Programme,
125658,Paid Contribution,03/10/2014,300000,"Japan, Government of",Japan,World Food Programme,
125659,Paid Contribution,03/10/2014,300000,"Japan, Government of",Japan,World Food Programme,
125660,Paid Contribution,03/10/2014,400000,"Japan, Government of",Japan,World Food Programme,
125673,Paid Contribution,03/10/2014,49744,Private (individuals & organizations),,World Food Programme,
125676,Paid Contribution,03/10/2014,372285,Private (individuals & organizations),,World Food Programme,
119954,Commitment,03/10/2014,2858958,European Commission's Humanitarian Aid and Civil Protection Department,,International Medical Corps UK,
120589,Commitment,03/10/2014,13441,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Senegal
152831,Pledge,03/10/2014,,"Japan, Government of",Japan,,
152833,Pledge,03/10/2014,,"Japan, Government of",Japan,,
121700,Paid Contribution,03/11/2014,133690,"Spain, Government of",Spain,World Health Organization,
121565,Pledge,03/11/2014,1000000,Private (individuals & organizations),,UN Agencies,
122364,Paid Contribution,03/12/2014,6350,"Cyprus, Government of",Cyprus,Ebola Response Multi-Partner Trust Fund,
122454,Paid Contribution,03/12/2014,2500000,"United States of America, Government of",United States,World Food Programme,Guinea
122455,Paid Contribution,03/12/2014,13081229,"United States of America, Government of",United States,World Food Programme,
122542,Paid Contribution,03/12/2014,2953715,"United States of America, Government of",United States,World Food Programme,
123655,Paid Contribution,03/12/2014,495663,"Germany, Government of",Germany,United Nations Children's Fund,Côte d'Ivoire
125646,Paid Contribution,03/12/2014,74522,"Sweden, Government of",Sweden,World Food Programme,
122448,Commitment,03/12/2014,17792347,"United States of America, Government of",United States,International Rescue Committee,Sierra Leone
122449,Commitment,03/12/2014,1177902,"United States of America, Government of",United States,Bangladesh Rural Advancement Committee,Liberia
122509,Commitment,03/12/2014,1251564,"Netherlands, Government of",Netherlands,Médecins sans Frontières,Sierra Leone
134965,Commitment,04/01/2016,2230175,"United States of America, Government of",United States,French Red Cross,Guinea
124317,Commitment,04/02/2015,2005780,"United States of America, Government of",United States,GOAL,Sierra Leone
122153,Paid Contribution,04/03/2015,4020000,"Japan, Government of",Japan,"Sierra Leone, Government of",Sierra Leone
125302,Paid Contribution,04/03/2015,9500000,"United States of America, Government of",United States,United Nations Children's Fund,Liberia
125303,Commitment,04/03/2015,1325443,"United States of America, Government of",United States,Catholic Relief Services,Guinea
125304,Commitment,04/03/2015,4384010,"United States of America, Government of",United States,Save the Children,Sierra Leone
132949,Commitment,04/03/2015,203998,"Czech Republic, Government of",Czech Republic,United Nations Children's Fund,
132950,Commitment,04/03/2015,203998,"Czech Republic, Government of",Czech Republic,Ebola Response Multi-Partner Trust Fund,
119455,Commitment,04/07/2014,130674,"Sweden, Government of",Sweden,Swedish Red Cross,Sierra Leone
119345,Paid Contribution,04/08/2014,95000,US Fund for UNICEF,,United Nations Children's Fund,Liberia
119350,Paid Contribution,04/08/2014,400000,US Fund for UNICEF,,United Nations Children's Fund,
122749,Paid Contribution,04/08/2014,918274,"Canada, Government of",Canada,World Health Organization,
122748,Commitment,04/08/2014,3168044,"Canada, Government of",Canada,World Health Organization,
132260,Commitment,04/08/2015,6600000,"United States of America, Government of",United States,"Liberia, Government of",Liberia
118877,Paid Contribution,04/09/2014,1289524,Central Emergency Response Fund,,World Food Programme,Liberia
119204,Paid Contribution,04/09/2014,649983,Central Emergency Response Fund,,World Food Programme,Guinea
120249,Paid Contribution,04/09/2014,,Private (individuals & organizations),,Medshare,
125771,Paid Contribution,04/09/2014,615398,Central Emergency Response Fund,,World Food Programme,Guinea
125773,Paid Contribution,04/09/2014,733516,Central Emergency Response Fund,,World Food Programme,Liberia
120641,Paid Contribution,04/11/2014,1233100,"Ireland, Government of",Ireland,Ebola Response Multi-Partner Trust Fund,
121155,Paid Contribution,04/11/2014,2881861,"Germany, Government of",Germany,United Nations Children's Fund,Guinea
121468,Paid Contribution,04/11/2014,4775903,"Germany, Government of",Germany,United Nations Children's Fund,Liberia
121469,Paid Contribution,04/11/2014,3215486,"Germany, Government of",Germany,United Nations Children's Fund,Sierra Leone
121476,Paid Contribution,04/11/2014,107939,"Germany, Government of",Germany,United Nations Children's Fund,Ghana
121477,Paid Contribution,04/11/2014,482323,"Germany, Government of",Germany,United Nations Children's Fund,Guinea-Bissau
121478,Paid Contribution,04/11/2014,377788,"Germany, Government of",Germany,United Nations Children's Fund,Mali
121479,Paid Contribution,04/11/2014,769040,"Germany, Government of",Germany,United Nations Children's Fund,
121567,Paid Contribution,04/11/2014,1000000,Johnson & Johnson,,,
122149,Paid Contribution,04/11/2014,500000,"Japan, Government of",Japan,UN Women,
120987,Pledge,04/11/2014,45031056,Disasters Emergency Committee (UK),,,
121071,Commitment,04/11/2014,635324,"Austria, Government of",Austria,World Vision International,
121072,Commitment,04/11/2014,1270648,"Austria, Government of",Austria,International Federation of Red Cross and Red Crescent Societies,
121073,Commitment,04/11/2014,24306,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),
121299,Commitment,04/11/2014,340479,"Austria, Government of",Austria,,
121566,Pledge,04/11/2014,250000,Private (individuals & organizations),,,
124501,Paid Contribution,04/12/2014,62295,"Malta, Government of",Malta,Ebola Response Multi-Partner Trust Fund,
122512,Commitment,04/12/2014,21527,"Portugal, Government of",Portugal,,Guinea
122513,Commitment,04/12/2014,19259,"Portugal, Government of",Portugal,,
122514,Commitment,04/12/2014,187735,"Portugal, Government of",Portugal,,Guinea-Bissau
122763,Commitment,04/12/2014,1877347,"Spain, Government of",Spain,International Federation of Red Cross and Red Crescent Societies,Liberia
122764,Commitment,04/12/2014,4505632,"Spain, Government of",Spain,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
122945,Commitment,04/12/2014,540833,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),
136573,Commitment,04/12/2015,2618194,"United States of America, Government of",United States,,Liberia
124093,Paid Contribution,05/01/2015,125000,"Iceland, Government of",Iceland,United Nations Children's Fund,
123496,Commitment,05/01/2015,3055901,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
123497,Commitment,05/01/2015,25642970,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
125687,Paid Contribution,05/02/2015,2430000,World Bank,,World Food Programme,Liberia
128676,Paid Contribution,05/03/2015,12061,Private (individuals & organizations),,World Food Programme,
128773,Paid Contribution,05/05/2015,2695060,Islamic Development Bank,,United Nations Children's Fund,Guinea
119444,Commitment,05/06/2014,68027,"Ireland, Government of",Ireland,Concern Worldwide,Sierra Leone
132356,Commitment,05/08/2015,22941,"Luxembourg, Government of",Luxembourg,,
119677,Commitment,05/09/2014,132532,"Denmark, Government of",Denmark,Save the Children,
119460,Paid Contribution,05/09/2014,812921,"United Kingdom, Government of",United Kingdom,United Nations Children's Fund,Sierra Leone
119461,Paid Contribution,05/09/2014,331675,"United Kingdom, Government of",United Kingdom,,Liberia
119462,Paid Contribution,05/09/2014,497512,"United Kingdom, Government of",United Kingdom,,Sierra Leone
119463,Paid Contribution,05/09/2014,1658375,"United Kingdom, Government of",United Kingdom,International Rescue Committee,Sierra Leone
119464,Paid Contribution,05/09/2014,1658375,"United Kingdom, Government of",United Kingdom,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
119465,Paid Contribution,05/09/2014,1243781,"United Kingdom, Government of",United Kingdom,Médecins sans Frontières,Sierra Leone
119598,Paid Contribution,05/09/2014,200000,Coca-Cola Foundation,,Medshare,
122588,Commitment,05/09/2014,128008,"Denmark, Government of",Denmark,Save the Children,
121153,Paid Contribution,05/11/2014,2397228,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Guinea
122204,Paid Contribution,05/11/2014,1322268,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Liberia
122206,Paid Contribution,05/11/2014,206926,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Sierra Leone
121135,Commitment,05/11/2014,1955645,"United States of America, Government of",United States,Deutsche Welthungerhilfe e.V. (German Agro Action),Liberia
121136,Commitment,05/11/2014,7233653,"United States of America, Government of",United States,John Snow International,Liberia
121137,Commitment,05/11/2014,4041621,"United States of America, Government of",United States,Catholic Relief Services,Guinea
121138,Commitment,05/11/2014,1999846,"United States of America, Government of",United States,Internews,Guinea
122776,Paid Contribution,05/12/2014,1500000,Paul G. Allen,,BBC Media Action,
122777,Paid Contribution,05/12/2014,1300000,Paul G. Allen,,Médecins sans Frontières,
122778,Paid Contribution,05/12/2014,318000,Paul G. Allen,,Medical Teams International,Liberia
122779,Paid Contribution,05/12/2014,3571800,Paul G. Allen,,,
122781,Paid Contribution,05/12/2014,2170900,Paul G. Allen,,World Health Organization,
122782,Paid Contribution,05/12/2014,270988,Paul G. Allen,,International Federation of Red Cross and Red Crescent Societies,
122783,Paid Contribution,05/12/2014,553293,Paul G. Allen,,American Red Cross,
123268,Paid Contribution,05/12/2014,10000000,World Bank,,United Nations Children's Fund,Côte d'Ivoire
122774,Commitment,05/12/2014,375469,"Spain, Government of",Spain,Spanish Red Cross,Sierra Leone
123636,Paid Contribution,06/01/2015,18729642,"Australia, Government of",Australia,,Sierra Leone
123637,Paid Contribution,06/01/2015,1628664,"Australia, Government of",Australia,,
123638,Paid Contribution,06/01/2015,1628664,"Australia, Government of",Australia,RedR,
123656,Paid Contribution,06/01/2015,250000,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Guinea
123660,Paid Contribution,06/01/2015,3434382,World Bank,,United Nations Children's Fund,Guinea
123661,Paid Contribution,06/01/2015,7336539,World Bank,,United Nations Children's Fund,Guinea
123664,Paid Contribution,06/01/2015,579333,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Liberia
123674,Paid Contribution,06/01/2015,92667,European Commission,,United Nations Children's Fund,Sierra Leone
123680,Paid Contribution,06/01/2015,53127,UNICEF National Committee/Canada,,United Nations Children's Fund,
123681,Paid Contribution,06/01/2015,1734820,UNICEF National Committee/Germany,,United Nations Children's Fund,
123682,Paid Contribution,06/01/2015,640291,UNICEF National Committee/Italy,,United Nations Children's Fund,
123683,Paid Contribution,06/01/2015,49727,UNICEF National Committee/New Zealand,,United Nations Children's Fund,
123684,Paid Contribution,06/01/2015,10181,Private (individuals & organizations),,United Nations Children's Fund,
123685,Paid Contribution,06/01/2015,382940,US Fund for UNICEF,,United Nations Children's Fund,
123533,Commitment,06/01/2015,200000,"Saudi Arabia (Kingdom of), Government of",Saudi Arabia,Saudi Arabian Red Crescent Society,Guinea
123687,Commitment,06/01/2015,200000,"Saudi Arabia (Kingdom of), Government of",Saudi Arabia,Saudi Arabian Red Crescent Society,Guinea
126326,Commitment,06/01/2015,121951,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,
