Flow ID,Flow status,Flow date,Amount (USD),Source Organization,Source Location,Destination Organization,Destination Location
118956,Paid Contribution,28/08/2014,150000,"Japan, Government of",Japan,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
118957,Paid Contribution,28/08/2014,150000,"Japan, Government of",Japan,International Federation of Red Cross and Red Crescent Societies,Liberia
118958,Paid Contribution,28/08/2014,50502,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
118959,Paid Contribution,28/08/2014,104597,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Guinea
118960,Paid Contribution,28/08/2014,63526,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Liberia
118962,Paid Contribution,28/08/2014,133658,"Netherlands, Government of",Netherlands,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
118963,Paid Contribution,28/08/2014,199314,Private (individuals & organizations),,International Federation of Red Cross and Red Crescent Societies,Guinea
118964,Paid Contribution,28/08/2014,2414274,Private (individuals & organizations),,International Federation of Red Cross and Red Crescent Societies,Guinea
118965,Paid Contribution,28/08/2014,1813560,Private (individuals & organizations),,International Federation of Red Cross and Red Crescent Societies,Liberia
118968,Paid Contribution,28/08/2014,1132078,Private (individuals & organizations),,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
119093,Paid Contribution,28/08/2014,301370,"Italy, Government of",Italy,World Health Organization,
119346,Paid Contribution,28/08/2014,100000,UNICEF National Committee/Korea (Republic of),,United Nations Children's Fund,Liberia
133017,Commitment,28/08/2015,1295000,"United States of America, Government of",United States,Premiere Urgence,Guinea
120796,Commitment,28/10/2014,38119,"Luxembourg, Government of",Luxembourg,Private (individuals & organizations),
120965,Commitment,28/10/2014,345256,"Sweden, Government of",Sweden,Save the Children,Liberia
121079,Commitment,28/10/2014,238227,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),
121321,Commitment,28/10/2014,26350461,"Germany, Government of",Germany,United Nations Children's Fund,Liberia
120787,Paid Contribution,28/10/2014,3150000,"Switzerland, Government of",Switzerland,International Committee of the Red Cross,Liberia
120851,Paid Contribution,28/10/2014,1000000,African Rainbow Minerals,,,Guinea
120906,Paid Contribution,28/10/2014,6655844,"United Kingdom, Government of",United Kingdom,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
120910,Paid Contribution,28/10/2014,1542208,"United Kingdom, Government of",United Kingdom,,Sierra Leone
121163,Paid Contribution,28/10/2014,1000000,Private (individuals & organizations),,,Guinea
121392,Paid Contribution,28/10/2014,70000,Friends of UNFPA,,United Nations Population Fund,Liberia
121471,Paid Contribution,28/10/2014,,Private (individuals & organizations),,,Liberia
121472,Paid Contribution,28/10/2014,,Private (individuals & organizations),,,
122287,Commitment,28/11/2014,67667,"Denmark, Government of",Denmark,Adventist Development and Relief Agency,Liberia
122312,Commitment,28/11/2014,346784,"Germany, Government of",Germany,Arche Nova E.V. - Initiative for People in Need,Mali
122289,Paid Contribution,28/11/2014,6436800,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
122291,Paid Contribution,28/11/2014,4201600,"United Kingdom, Government of",United Kingdom,International Organization for Migration,Sierra Leone
122292,Paid Contribution,28/11/2014,480000,"United Kingdom, Government of",United Kingdom,Assessment Capacities Project,Sierra Leone
122489,Paid Contribution,28/11/2014,1000000,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
125636,Paid Contribution,28/11/2014,37360,"Holy See, Government of",Holy See (Vatican City State),World Food Programme,
122766,Paid Contribution,28/12/2014,625782,"Spain, Government of",Spain,World Food Programme,
124613,Paid Contribution,29/01/2015,2951096,UNICEF National Committee/Japan,,United Nations Children's Fund,Liberia
124614,Paid Contribution,29/01/2015,4769282,UNICEF National Committee/Japan,,United Nations Children's Fund,Sierra Leone
120577,Paid Contribution,29/08/2014,275862,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
119775,Pledge,29/09/2014,6587615,IKEA Foundation,,Médecins sans Frontières,
119776,Pledge,29/09/2014,131751,IKEA Foundation,,Save the Children,Liberia
119777,Pledge,29/09/2014,500000,Bridgestone Group,,Samaritan's Purse,Liberia
120000,Commitment,29/09/2014,19763,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Senegal
120025,Commitment,29/09/2014,19763,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Burundi
120026,Commitment,29/09/2014,52701,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Burkina Faso
120027,Commitment,29/09/2014,19763,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Mali
120028,Commitment,29/09/2014,19763,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Niger
120029,Commitment,29/09/2014,26350,"Luxembourg, Government of",Luxembourg,Luxembourg Red Cross,Benin
120334,Commitment,29/09/2014,15000,Private (individuals & organizations),,"Liberia, Government of",Liberia
120459,Commitment,29/09/2014,26350,"Italy, Government of",Italy,NGOs (details not yet provided),Sierra Leone
120920,Commitment,29/09/2014,376894,Private (individuals & organizations),,Plan International,
119972,Paid Contribution,29/09/2014,131752,"Luxembourg, Government of",Luxembourg,World Food Programme,
120378,Paid Contribution,29/09/2014,,Private (individuals & organizations),,,
120808,Paid Contribution,29/09/2014,1000000,William and Flora Hewlett Foundation,,International Medical Corps,
120809,Paid Contribution,29/09/2014,200000,William and Flora Hewlett Foundation,,Private (individuals & organizations),
120811,Paid Contribution,29/09/2014,400000,William and Flora Hewlett Foundation,,Private (individuals & organizations),
120812,Paid Contribution,29/09/2014,1000000,William and Flora Hewlett Foundation,,UN Foundation,
120813,Paid Contribution,29/09/2014,200000,William and Flora Hewlett Foundation,,Private (individuals & organizations),
120814,Paid Contribution,29/09/2014,1500000,William and Flora Hewlett Foundation,,Centers for Disease Control Foundation,
122892,Paid Contribution,29/09/2014,1995000,"United States of America, Government of",United States,United Nations High Commissioner for Refugees,
120907,Pledge,29/10/2014,5100000,"Denmark, Government of",Denmark,"Sierra Leone, Government of",Sierra Leone
120908,Pledge,29/10/2014,1700000,"Denmark, Government of",Denmark,,
120909,Pledge,29/10/2014,1700000,"Denmark, Government of",Denmark,"Ghana, Government of",Ghana
120967,Commitment,29/10/2014,1242922,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Liberia
121077,Commitment,29/10/2014,1491507,"Sweden, Government of",Sweden,Plan International,
121166,Pledge,29/10/2014,52500,ArcelorMittal Foundation,,"Liberia, Government of",Liberia
122767,Commitment,29/10/2014,1381025,"Sweden, Government of",Sweden,Swedish Red Cross,
122768,Commitment,29/10/2014,828615,"Sweden, Government of",Sweden,Action Contre la Faim,
122773,Commitment,29/10/2014,496478,"Sweden, Government of",Sweden,International Rescue Committee,Liberia
120903,Paid Contribution,29/10/2014,5042695,"Denmark, Government of",Denmark,Ebola Response Multi-Partner Trust Fund,
120911,Paid Contribution,29/10/2014,819672,"Denmark, Government of",Denmark,World Health Organization,Mali
121473,Paid Contribution,29/10/2014,35000,Private (individuals & organizations),,British Red Cross,
121978,Paid Contribution,29/10/2014,409552,UNICEF National Committee/Canada,,United Nations Children's Fund,
123508,Paid Contribution,29/10/2014,15029,"United Arab Emirates, Government of",United Arab Emirates,,Liberia
123509,Paid Contribution,29/10/2014,1503,"United Arab Emirates, Government of",United Arab Emirates,,Liberia
123510,Paid Contribution,29/10/2014,5010,"United Arab Emirates, Government of",United Arab Emirates,,Liberia
123512,Paid Contribution,29/10/2014,14824,"United Arab Emirates, Government of",United Arab Emirates,,Liberia
123513,Paid Contribution,29/10/2014,32448,"United Arab Emirates, Government of",United Arab Emirates,,Niger
123514,Paid Contribution,29/10/2014,14277,"United Arab Emirates, Government of",United Arab Emirates,,Sierra Leone
123515,Paid Contribution,29/10/2014,1403,"United Arab Emirates, Government of",United Arab Emirates,,Sierra Leone
123516,Paid Contribution,29/10/2014,6403,"United Arab Emirates, Government of",United Arab Emirates,,Niger
123517,Paid Contribution,29/10/2014,13526,"United Arab Emirates, Government of",United Arab Emirates,,Sierra Leone
125632,Paid Contribution,29/11/2014,14235,"Germany, Government of",Germany,World Food Programme,
125633,Paid Contribution,29/11/2014,14235,"Germany, Government of",Germany,World Food Programme,
123388,Paid Contribution,29/12/2014,1070000,Bill and Melinda Gates Foundation,,World Health Organization,
123460,Paid Contribution,29/12/2014,48876,"Latvia, Government of",Latvia,Ebola Response Multi-Partner Trust Fund,
124197,Commitment,30/01/2015,7763975,"United Kingdom, Government of",United Kingdom,,Sierra Leone
124198,Commitment,30/01/2015,1986025,"United Kingdom, Government of",United Kingdom,United Nations Children's Fund,Sierra Leone
124199,Commitment,30/01/2015,305590,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
124200,Commitment,30/01/2015,13712733,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
124201,Commitment,30/01/2015,4566770,"United Kingdom, Government of",United Kingdom,Save the Children,Sierra Leone
122245,Paid Contribution,30/01/2015,4020000,"Japan, Government of",Japan,"Liberia, Government of",Liberia
137654,Commitment,30/01/2016,13000,"United States of America, Government of",United States,,
127433,Paid Contribution,30/03/2015,24464,UNICEF National Committee/Iceland,,United Nations Children's Fund,
128763,Paid Contribution,30/03/2015,73782,UNICEF National Committee/Hellenic,,United Nations Children's Fund,
115135,Paid Contribution,30/04/2014,519313,Central Emergency Response Fund,,World Health Organization,Guinea
119251,Paid Contribution,30/04/2014,182482,"Canada, Government of",Canada,World Health Organization,
119252,Paid Contribution,30/04/2014,300000,"Japan, Government of",Japan,World Health Organization,
119253,Paid Contribution,30/04/2014,50000,"Korea, Republic of, Government of","Korea, Republic of",World Health Organization,
119256,Paid Contribution,30/04/2014,100000,Private (individuals & organizations),,World Health Organization,Guinea
130670,Paid Contribution,30/04/2015,16774,Friends of UNFPA,,United Nations Population Fund,
118028,Paid Contribution,30/06/2014,670466,"Norway, Government of",Norway,Médecins sans Frontières - Norway,Guinea
118622,Paid Contribution,30/06/2014,1596424,"Norway, Government of",Norway,World Health Organization,
119265,Paid Contribution,30/06/2014,107000,Private (individuals & organizations),,World Health Organization,Guinea
119266,Paid Contribution,30/06/2014,100000,Private (individuals & organizations),,World Health Organization,
119267,Paid Contribution,30/06/2014,28200,Private (individuals & organizations),,World Health Organization,Guinea
119338,Paid Contribution,30/07/2014,181940,United Nations Development Programme,,United Nations Children's Fund,Guinea
119956,Commitment,30/09/2014,114168,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Sierra Leone
119967,Commitment,30/09/2014,2613480,European Commission's Humanitarian Aid and Civil Protection Department,,Médecins sans Frontières - Switzerland,Guinea
119952,Paid Contribution,30/09/2014,13063018,"United States of America, Government of",United States,World Health Organization,
119992,Paid Contribution,30/09/2014,419975,Private (individuals & organizations),,United Nations Children's Fund,Guinea
120111,Paid Contribution,30/09/2014,6000000,"China, Government of",China,World Food Programme,
120381,Paid Contribution,30/09/2014,488255,Private (individuals & organizations),,United Nations Children's Fund,
123755,Paid Contribution,30/09/2014,722394,"Switzerland, Government of",Switzerland,World Food Programme,
148002,Commitment,30/09/2016,2934238,"United States of America, Government of",United States,Private (individuals & organizations),
148003,Commitment,30/09/2016,6500000,"United States of America, Government of",United States,John Snow International,Guinea
121580,Commitment,30/10/2014,1519127,"Sweden, Government of",Sweden,Save the Children,
121165,Paid Contribution,30/10/2014,97000,Private (individuals & organizations),,Liberian Red Cross Society,Liberia
121474,Paid Contribution,30/10/2014,,Private (individuals & organizations),,,Sierra Leone
121532,Paid Contribution,30/10/2014,,Private (individuals & organizations),,,Sierra Leone
121533,Paid Contribution,30/10/2014,,Private (individuals & organizations),,,Sierra Leone
121534,Paid Contribution,30/10/2014,225000,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
121535,Paid Contribution,30/10/2014,11000,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
121536,Paid Contribution,30/10/2014,,Private (individuals & organizations),,,
125675,Paid Contribution,30/11/2014,9529,Private (individuals & organizations),,World Food Programme,
123422,Commitment,30/12/2014,35056872,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
123423,Commitment,30/12/2014,7898894,"United Kingdom, Government of",United Kingdom,CAIPA,Sierra Leone
123425,Commitment,30/12/2014,366509,"United Kingdom, Government of",United Kingdom,UN Mission for Ebola Emergency Response,Sierra Leone
123426,Commitment,30/12/2014,593997,"United Kingdom, Government of",United Kingdom,World Health Organization,Sierra Leone
123799,Paid Contribution,30/12/2014,100000,"Chile, Government of",Chile,Ebola Response Multi-Partner Trust Fund,
124094,Paid Contribution,30/12/2014,240,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
124095,Paid Contribution,30/12/2014,4911,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
124096,Paid Contribution,30/12/2014,18410,Private (individuals & organizations),,United Nations Children's Fund,Sierra Leone
125680,Paid Contribution,30/12/2014,335655,Private (individuals & organizations),,World Food Programme,
124604,Paid Contribution,31/01/2015,51000,"Turkey, Government of",Turkey,Turkish Red Crescent Society,
124605,Paid Contribution,31/01/2015,1160708,"Turkey, Government of",Turkey,,
127442,Paid Contribution,31/03/2015,28232,"Canada, Government of",Canada,Office for the Coordination of Humanitarian Affairs,
118612,Paid Contribution,31/05/2014,639182,"China, Government of",China,,
119258,Paid Contribution,31/05/2014,319344,"Canada, Government of",Canada,World Health Organization,
119262,Paid Contribution,31/05/2014,50000,Société Anglogold Ashanti de Guinée,,World Health Organization,Guinea
119264,Paid Contribution,31/05/2014,553250,"Germany, Government of",Germany,World Health Organization,
119676,Commitment,31/07/2014,131752,"Ireland, Government of",Ireland,International Rescue Committee,Sierra Leone
119254,Paid Contribution,31/07/2014,50000,"Korea, Republic of, Government of","Korea, Republic of",World Health Organization,Sierra Leone
119268,Paid Contribution,31/07/2014,340136,"United Kingdom, Government of",United Kingdom,World Health Organization,Sierra Leone
119269,Paid Contribution,31/07/2014,150000,"United States of America, Government of",United States,World Health Organization,
134045,Commitment,31/07/2015,4514673,"Canada, Government of",Canada,World Health Organization,
134047,Commitment,31/07/2015,2257336,"Canada, Government of",Canada,World Food Programme,
134048,Commitment,31/07/2015,2257336,"Canada, Government of",Canada,World Food Programme,
134049,Commitment,31/07/2015,2257336,"Canada, Government of",Canada,United Nations Children's Fund,
134050,Commitment,31/07/2015,3574116,"Canada, Government of",Canada,Ebola Response Multi-Partner Trust Fund,
119260,Paid Contribution,31/08/2014,918274,"Canada, Government of",Canada,World Health Organization,
119270,Paid Contribution,31/08/2014,1073925,Bill and Melinda Gates Foundation,,World Health Organization,
119271,Paid Contribution,31/08/2014,1317523,"Germany, Government of",Germany,World Health Organization,
152673,Commitment,31/10/2013,1814402,European Commission's Humanitarian Aid and Civil Protection Department,,Red Cross Organizations | UN Agencies | NGOs,
120943,Commitment,31/10/2014,1000000,"Mexico, Government of",Mexico,World Health Organization,
120945,Commitment,31/10/2014,2000000,"Philippines, Government of",Philippines,World Health Organization,
121084,Commitment,31/10/2014,6350529,"Netherlands, Government of",Netherlands,International Procurement Agency,
121085,Commitment,31/10/2014,17534943,"Netherlands, Government of",Netherlands,,
121168,Pledge,31/10/2014,329381,Merck,,German Red Cross,
121178,Pledge,31/10/2014,100000,Private (individuals & organizations),,Save the Children,
120944,Paid Contribution,31/10/2014,66845,"Monaco, Government of",Monaco,World Health Organization,
121322,Paid Contribution,31/10/2014,263505,"Monaco, Government of",Monaco,International Federation of Red Cross and Red Crescent Societies,
121323,Paid Contribution,31/10/2014,31884000,"United Kingdom, Government of",United Kingdom,Ebola Response Multi-Partner Trust Fund,
121500,Paid Contribution,31/10/2014,371030,"Denmark, Government of",Denmark,United Nations Children's Fund,Guinea
121706,Paid Contribution,31/10/2014,6684492,"Netherlands, Government of",Netherlands,World Health Organization,
121970,Paid Contribution,31/10/2014,52952,"Denmark, Government of",Denmark,United Nations Children's Fund,
121971,Paid Contribution,31/10/2014,158855,"Denmark, Government of",Denmark,United Nations Children's Fund,Benin
121972,Paid Contribution,31/10/2014,211807,"Denmark, Government of",Denmark,United Nations Children's Fund,Burkina Faso
121973,Paid Contribution,31/10/2014,137674,"Denmark, Government of",Denmark,United Nations Children's Fund,Côte d'Ivoire
121974,Paid Contribution,31/10/2014,158855,"Denmark, Government of",Denmark,United Nations Children's Fund,Ghana
121975,Paid Contribution,31/10/2014,211807,"Denmark, Government of",Denmark,United Nations Children's Fund,Guinea-Bissau
121976,Paid Contribution,31/10/2014,211807,"Denmark, Government of",Denmark,United Nations Children's Fund,Mali
121977,Paid Contribution,31/10/2014,158855,"Denmark, Government of",Denmark,United Nations Children's Fund,Senegal
121979,Paid Contribution,31/10/2014,37577,UNICEF National Committee/Australia,,United Nations Children's Fund,
122161,Paid Contribution,31/10/2014,20000000,"Russian Federation, Government of",Russian Federation,,
125635,Paid Contribution,31/10/2014,165184,"Germany, Government of",Germany,World Food Programme,
123393,Commitment,31/12/2014,1013803,"United States of America, Government of",United States,Action Contre la Faim,Liberia
123394,Commitment,31/12/2014,2000000,"United States of America, Government of",United States,International Medical Corps,Mali
123395,Paid Contribution,31/12/2014,2033983,"United States of America, Government of",United States,International Organization for Migration,Mali
123396,Paid Contribution,31/12/2014,10000000,"United States of America, Government of",United States,United Nations Children's Fund,Sierra Leone
123735,Paid Contribution,31/12/2014,90000,"United States of America, Government of",United States,United Nations Children's Fund,Liberia
123751,Paid Contribution,31/12/2014,83247,"Switzerland, Government of",Switzerland,Medica Mondiale,Liberia
123752,Paid Contribution,31/12/2014,76275,"Switzerland, Government of",Switzerland,Public Health Initiative Liberia,Liberia
123753,Paid Contribution,31/12/2014,257998,"Switzerland, Government of",Switzerland,World Food Programme,Liberia
123754,Paid Contribution,31/12/2014,51600,"Switzerland, Government of",Switzerland,World Food Programme,Liberia
123756,Paid Contribution,31/12/2014,2601457,"Switzerland, Government of",Switzerland,International Federation of Red Cross and Red Crescent Societies,
125682,Paid Contribution,31/12/2014,137158,Private (individuals & organizations),,World Food Programme,
125683,Paid Contribution,31/12/2014,383892,Private (individuals & organizations),,World Food Programme,
142490,Paid Contribution,31/12/2015,5138165,"Norway, Government of",Norway,,Sierra Leone
